167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999369,9.000088,21.000468
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001982,9.001314,21.002834
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.005101,9.002788,21.003213
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.00123,9.004945,21.00287
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000109,9.000814,21.001854
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999603,9.000436,21.000835
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000103,9.000818,21.001344
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.998855,8.999559,21.000099
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000275,9.001074,21.001476
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000723,9.001437,21.002109
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001466,9.002178,21.002722
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000393,9.000948,21.00149
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999854,9.000564,21.001098
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000328,9.001323,21.001598
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000853,9.001721,21.002106
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999737,9.000446,21.000985
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000208,9.001057,21.001604
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001447,9.001556,21.002085
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000474,9.001937,21.001718
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.991231,8.991935,20.992482
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999718,9.00156,20.999969
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999349,9.000187,21.0006
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000212,9.000931,21.001483
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000341,9.000552,21.000965
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.002337,9.003044,21.003595
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.00073,9.001569,21.001968
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999602,9.000296,21.000879
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000491,9.001072,21.001475
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999941,9.00071,21.002247
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999604,9.000313,21.000868
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.040704,9.007809,21.008352
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999878,9.000577,21.000997
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.002347,9.003313,21.003726
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.99025,8.991077,20.991499
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999611,9.000432,21.000855
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000338,9.00106,21.001591
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000231,9.003058,21.003351
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999601,9.000309,21.000713
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001487,9.000936,21.002618
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999852,9.000687,21.001101
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999741,9.00045,21.001106
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001104,9.001936,21.002343
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.00048,9.000683,21.001086
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000458,9.001168,21.001716
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001108,9.001939,21.003338
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,2.999603,9.000309,20.993854
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.001121,9.001953,21.002495
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000852,9.001689,21.002105
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000366,9.001186,21.004085
167,8192,128,1,MNWST,7331,1460,1,0,0,1,1,0,3.000883,9.000957,21.001329
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.83609,29.739315,74.557734
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.687615,29.590763,74.409156
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.65356,29.556712,74.375097
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.601683,29.504808,74.323173
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.949599,29.852753,74.671199
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.760661,29.663831,74.482224
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.707645,29.610779,74.429169
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.697671,29.600883,74.419245
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.673769,29.576938,74.395392
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.903901,29.807011,74.625422
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.909345,29.812153,74.630561
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.607009,29.510197,74.328615
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.769149,29.672336,74.490786
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.595231,29.498398,74.316817
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.604306,29.507457,74.325878
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.712279,29.615438,74.433859
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.888431,29.791565,74.60996
75,5840,64,0,MNWNNT,58803,1460,1,1,5840,1,1,0,5.675422,29.578643,74.396989
